suggested_element,score,text,file,line,source,p_uicontrol,p_filepath,p_codeph,choice,context
codeph,0.830,webhelp.pdf.link.icon.path,topics/webhelp-responsive-plugin-additional-parameters.dita,1027,codeph/identifier,0.200,0.160,0.830,codeph,"[[webhelp.pdf.link.icon.path]] || Specifies the path or URL of the image icon to be used for the PDF link component. If not specified, a default icon is used."
codeph,0.830,yes,topics/wh-responsive-output.dita,910,any/emphasis,0.090,0.030,0.830,codeph,Specifies whether or not the PDF link component is shown in the WebHelp Responsive output. Allowed values are: [[yes]] (default) and no.
codeph,0.830,1.0,topics/whr-feedback-system.dita,99,any/emphasis,0.090,0.070,0.830,codeph,"In the Initial version page, enter the Base URL for your website (you can add additional URLs by clicking the Add button). You can also specify an Initial version if you want it to be something other than [[1.0]]. If you do not plan to have multiple versions, leave the version as 1.0. For more details, see the Initial Version topic. "
codeph,0.830,com.oxygenxml.webhelp.xsl.createSearchPage,topics/whr-responsive-override-xslt-dita-xslt-import.dita,84,codeph/identifier,0.040,0.080,0.830,codeph,[[com.oxygenxml.webhelp.xsl.createSearchPage]] || Extension point to override the XSLT stylesheet (createSearchPage.xsl) that produces the WebHelp Responsive search HTML page (search.html). The location of this file is \plugins\com.oxygenxml.webhelp.responsive\xsl\mainFiles\createSearchPage.xsl
codeph,0.830,com.oxygenxml.webhelp.xsl.createTocXML,topics/whr-responsive-override-xslt-dita-xslt-import.dita,100,codeph/identifier,0.040,0.080,0.830,codeph,[[com.oxygenxml.webhelp.xsl.createTocXML]] || Extension point to override the XSLT stylesheet (tocDita.xsl) that produces the toc.xml file. This file contains information extracted from the DITA map and it is mainly used to construct the WebHelp Table of Contents and navigational links. The path to this stylesheet is: \plugins\com.oxygenxml.webhelp.responsive\xsl\navLinks\tocDita.xsl.
codeph,0.830,webhelp.fragment.after.logo_and_title,topics/whr_publishing_template_contents.dita,532,codeph/identifier,0.210,0.110,0.830,codeph,5 = [[webhelp.fragment.after.logo_and_title]] - Displays the specified XHTML fragment after the logo and title.
codeph,0.830,webhelp.fragment.after.topic.toolbar,topics/whr_publishing_template_contents.dita,605,codeph/identifier,0.520,0.070,0.830,codeph,[[webhelp.fragment.after.topic.toolbar]] - Displays the specified XHTML fragment after the toolbar buttons above the topic content in the topic page.
codeph,0.830,webhelp.fragment.after.feedback,topics/whr_publishing_template_contents.dita,625,codeph/identifier,0.220,0.090,0.830,codeph,[[webhelp.fragment.after.feedback]] - Displays the specified XHTML fragment after the Oxygen Feedback commenting component in the topic page.
codeph,0.830,http://www.oxygenxml.com/InstData/Addons/default/updateSite.xml,topics/writer-helper-addon.dita,39,any/emphasis,0.090,0.780,0.830,codeph,"Enter or paste [[http://www.oxygenxml.com/InstData/Addons/default/updateSite.xml]] in the Show add-ons from field.If you have issues connecting to the default update site, you can download the add-on package, unzip it, then use the Browse for local files action in the Install new add-ons dialog box to locate the downloaded addon.xml file. "
codeph,0.820,code.insight.insert.required.attributes,reusables/topics/reusables-cf-wa-waCustom.dita,146,codeph/identifier,0.180,0.030,0.820,codeph,"[[code.insight.insert.required.attributes]] || Boolean | If set to true, required attributes will be automatically generated for elements inserted using content completion. The default value is false."
codeph,0.820,false,reusables/topics/reusables-cf-wa-waCustom.dita,318,any/emphasis,0.080,0.020,0.820,codeph,Use [[false]] to disable the rendering of profiling attributes. || show.profiling.attributes | Boolean
codeph,0.820,frameworkDir,reusables/topics/reusables-editor-variables.dita,25,codeph/identifier,0.320,0.480,0.820,codeph,"Since multiple frameworks might have the same name (although it is not recommended), for both ${framework(fr_name)} and ${[[frameworkDir]](fr_name)} editor variables employs the following algorithm when searching for a given framework name: All frameworks are sorted, from high to low, according to their Priority setting from the Document Type configuration dialog box. Only frameworks that have the"
codeph,0.820,xpath_eval,reusables/topics/reusables-editor-variables.dita,374,codeph/identifier,0.120,0.080,0.820,codeph,The list of 'real_value':'rendered_value' pairs can be computed using ${[[xpath_eval]]()}.
codeph,0.820,macos,reusables/topics/reusables-editor-variables.dita,387,any/emphasis,0.360,0.190,0.820,uicontrol,"In this example, macOS is the default-selected value and if selected, it would return [[macos]] for the output."
codeph,0.820,keytool,reusables/topics/reusables-tools.dita,348,any/emphasis,0.030,0.220,0.820,codeph,"[Optional] If you created a Java Archive at the previous step, digitally sign the package. You will need a certificate signed by a trusted authority. To sign the JAR, you can either use the jarsigner command-line tool inside Oracle's Java Development Kit ([JDK_DIR]/bin/jarsigner.exe) or if you are working with Apache Ant, you can use the signjar task (a front for the jarsigner command-line tool). "
codeph,0.820,true,reusables/topics/reusables-webauthor-customization.dita,128,any/emphasis,0.090,0.020,0.820,codeph,"runDiffOnChange (File Merge Tool parameter) - This parameter can be used to control whether or not the visual highlights are updated automatically when the user makes changes to the document in the Web Author Merge tool. Possible values are: [[true]], false, and auto (default value and it means that the value is set as true if the size of the merged file is less than 10 KB, otherwise it is set to "
codeph,0.820,sequence,reusables/topics/reusables-webhelp-output-parameters.dita,392,any/emphasis,0.180,0.250,0.820,codeph,Specifies if the [[sequence]] value will be used by default when the collection-type attribute is not specified. This option is helpful if you want to have Next and Previous navigational buttons generated for all HTML pages. Allowed values are no (default) and yes.
codeph,0.820,no,reusables/topics/reusables-webhelp-output-parameters.dita,392,any/emphasis,0.190,0.040,0.820,codeph,Specifies if the sequence value will be used by default when the collection-type attribute is not specified. This option is helpful if you want to have Next and Previous navigational buttons generated for all HTML pages. Allowed values are [[no]] (default) and yes.
codeph,0.820,webhelp.table.title.placement,reusables/topics/reusables-webhelp-output-parameters.dita,1065,codeph/identifier,0.240,0.030,0.820,codeph,[[webhelp.table.title.placement]] || Controls the placement of the title for tables. Possible values include top (default) and bottom.
codeph,0.820,bottom,reusables/topics/reusables-webhelp-output-parameters.dita,1066,any/emphasis,0.240,0.030,0.820,codeph,Controls the placement of the title for tables. Possible values include top (default) and [[bottom]].
codeph,0.820,yes,reusables/topics/reusables-webhelp-output-parameters.dita,1090,any/emphasis,0.150,0.020,0.820,codeph,Controls whether or not the header section will remain sticky in the output. Possible values are [[yes]] (default) or no.
codeph,0.820,label,reusables/topics/reusables-webhelp-output-parameters.dita,1104,any/emphasis,0.120,0.040,0.820,codeph,"keywords - Generates labels for each defined keyword element. If the topic contains keyword elements with the outputclass attribute value set to [[label]], then only these elements will have labels generated for them in the output."
codeph,0.820,no,topics/WA-dita-map-doc-type.dita,271,any/emphasis,0.060,0.030,0.820,codeph,There are a few special icons that are displayed in DITA maps next to topic references that contain certain attributes set to [[no]]: - This icon is displayed if a topic reference has the toc attribute set to no. - This icon is displayed if a topic reference has the print attribute set to no. 
codeph,0.820,bold,topics/author-tei-odd-extensions.dita,31,any/emphasis,0.340,0.030,0.820,plain,Changes the style of the selected text to [[bold]] by surrounding it with the hi tag and setting the rend attribute to bold. You can use this action on multiple non-contiguous selections.
codeph,0.820,italic,topics/author-teip5-actions.dita,39,any/emphasis,0.190,0.030,0.820,plain,Changes the style of the selected text to [[italic]] by surrounding it with the hi tag and setting the rend attribute to italic. You can use this action on multiple non-contiguous selections.
codeph,0.820,yes,topics/ch_command_line_interface.dita,386,any/emphasis,0.110,0.020,0.820,codeph,"When set to [[yes]] (default), the CSS files specified by the -css parameter are also applied on embedded SVG elements. Allowed values are yes and no."
codeph,0.820,-oxy-change-bar-placement,topics/ch_css_extensions.dita,93,codeph/flag,0.230,0.030,0.820,codeph,Defines the distance between the text and the change bar. A positive distance is directed away from the column region and into the margin regardless of the [[-oxy-change-bar-placement]]. A negative distance is directed towards the content area. || -oxy-changebar-offset | <length> | initial | unset | 6pt | yes
codeph,0.820,auto,topics/ch_css_extensions.dita,139,any/emphasis,0.190,0.080,0.820,codeph,"[[auto]] || -oxy-column-break-after | This can be used to either force or eliminate a column break between the matching element and the next sibling. Supported values are: always - to force the column break, or avoid - to keep the end of the matching element together with the next sibling beginning in the same column. | always | auto | avoid | initial | unset | no"
codeph,0.820,auto,topics/ch_css_extensions.dita,151,any/emphasis,0.170,0.050,0.820,codeph,"[[auto]] || -oxy-column-break-before | This can be used to either force or eliminate a column break between the matching element and the previous sibling. Supported values are: always - to force the column break, or avoid - to keep the end of the previous sibling together with the beginning of the matching element in the same column. | always | auto | avoid | initial | unset | no"
codeph,0.820,avoid,topics/ch_css_extensions.dita,158,any/emphasis,0.300,0.050,0.820,codeph,"always | auto | [[avoid]] | initial | unset || -oxy-column-break-inside | This can be used to avoid column breaks inside the matching element. Use with care, if the element has large content, it may bleed out of the page. | auto | no"
codeph,0.820,-oxy-crop-box,topics/ch_css_extensions.dita,164,codeph/flag,0.350,0.040,0.820,codeph,[[-oxy-crop-box]] || Specifies the region where the content of the page will be cropped when displayed or printed. | trim-box | bleed-box | media-box | media-box | no
codeph,0.820,oxy_xpath,topics/ch_how_to_insert_date.dita,13,codeph/identifier,0.060,0.140,0.820,codeph,"provides a CSS extension, [[oxy_xpath]], that can be used to execute XPath functions, including the fn:current-date function that simply returns the current date."
codeph,0.820,initial,topics/ch_standard_w3c_css_properties.dita,64,any/emphasis,0.190,0.060,0.820,codeph,<length> | <percentage> | [[initial]] | unset || background-size |  | 
codeph,0.820,avoid,topics/ch_standard_w3c_css_properties.dita,273,any/emphasis,0.180,0.100,0.820,codeph,auto | always | all | [[avoid]] | right | left | column | page | avoid-column | avoid-page | initial || break-after | recto | verso | region | avoid-region | 
codeph,0.820,avoid-page,topics/ch_standard_w3c_css_properties.dita,290,any/emphasis,0.100,0.060,0.820,codeph,[[avoid-page]] | avoid-column | avoid-region || break-inside | auto | avoid | initial | 
codeph,0.820,table-cell,topics/ch_standard_w3c_css_properties.dita,345,any/emphasis,0.070,0.030,0.820,codeph,"inline | block | inline-block | table | table-row | [[table-cell]] | table-caption | table-row-group | table-header-group | table-footer-group | table-column | -oxy-morph | initial | unset || display |  | For display:none, the elements are not eliminated from the DOM. They are just collapsed. The text may remain in the document, but is not visible. This is needed for keeping the links working. For"
codeph,0.820,slashed-zero,topics/ch_standard_w3c_css_properties.dita,440,any/emphasis,0.400,0.030,0.820,codeph,"normal | none | lining-nums | oldstyle-nums | proportional-nums | tabular-nums | diagonal-fractions | stacked-fractions | ordinal | [[slashed-zero]] | initial | unset || font-variant-numeric |  | Controls the usage of alternate glyphs for numbers, fractions, and ordinal markers."
codeph,0.820,lower-latin,topics/ch_standard_w3c_css_properties.dita,504,any/emphasis,0.210,0.040,0.820,codeph,<string> | box | check | circle | diamond | disc | hyphen | square | none | decimal | lower-roman | [[lower-latin]] | upper-roman | upper-latin | decimal-leading-zero || list-style-type |  | 
codeph,0.820,left,topics/ch_standard_w3c_css_properties.dita,657,any/emphasis,0.220,0.170,0.820,codeph,auto | always | avoid | [[left]] | right | initial || page-break-before |  | 
codeph,0.820,solid,topics/ch_standard_w3c_css_properties.dita,740,any/emphasis,0.160,0.120,0.820,codeph,[[solid]] || text-decoration-style | double | dotted | dashed | wavy | 
codeph,0.820,auto,topics/ch_the_page_rule.dita,107,any/emphasis,0.210,0.100,0.820,codeph,[[auto]] - Uses the W3C algorithm normally.
codeph,0.820,xmlns,topics/checking-xml-well-formedness.dita,43,any/emphasis,0.010,0.020,0.820,codeph,The [[xmlns]] prefix is used only to declare namespace bindings and is by definition bound to the namespace name: http://www.w3.org/2000/xmlns/. It MUST NOT be declared or undeclared. Other prefixes MUST NOT be bound to this namespace name.
codeph,0.820,yes,topics/chm-output-format.dita,68,any/emphasis,0.100,0.040,0.820,codeph,"In the Parameter tab, set the args.css parameter to point to the location of your custom CSS and make sure the args.copy.css parameter is set to [[yes]] to instruct the transformation to copy the custom CSS to the output folder."
codeph,0.820,ALL,topics/configure-elements-attr-cc-individually.dita,112,any/emphasis,0.220,0.030,0.820,codeph,[[ALL]] - All the possible elements specified in the associated schema will be presented in the content completion list. This is also the default behavior if this attribute is missing.
codeph,0.820,com.oxygenxml.eclipse.remove.grid.editing.mode,topics/custom-system-properties.dita,65,codeph/identifier,0.230,0.030,0.820,codeph,"[[com.oxygenxml.eclipse.remove.grid.editing.mode]] || Allowed Values: true or false Default Value: false Purpose: When set to false, does not show the Grid editing mode when opening an XML document."
codeph,0.820,root(),topics/custom_operation_sample.dita,203,codeph/call,0.130,0.140,0.820,codeph,get-content-after-[[root()]] - Returns the content after root as xs:string.
codeph,0.820,URLStreamHandler,topics/customizing_plugins.dita,31,any/emphasis,0.050,0.110,0.820,codeph,"[[URLStreamHandler]] - This extension can be used to integrate the with an XML database or CMS. Some examples include the WebDAV connector and the REST API connector.For details about implementing an authentication mechanism, see . "
codeph,0.820,true,topics/dcpp_error_processing_topics_with_chunk_and_copy_to_attributes.dita,33,any/emphasis,0.070,0.030,0.820,codeph,Set the enable.chunk.processing parameter to the value of [[true]] and re-run the transformation scenario.
codeph,0.820,@font-face,topics/dcpp_fonts.dita,27,codeph/attr,0.020,0.020,0.820,codeph,You can place the font files in the same folder as your CSS and use a [[@font-face]] definition to reference them.
codeph,0.820,Safety,topics/dcpp_how_to_change_note_colors.dita,16,any/emphasis,0.110,0.120,0.820,plain,"For a note with type attribute set to other and othertype attribute set to [[Safety]], add the following CSS rule:*[class~=""topic/note""][type = ""other""][othertype = Safety] { background-color: #ffaa00; }"
codeph,0.820,serif,topics/dcpp_how_to_change_the_font_of_a_mathml_equation.dita,26,any/emphasis,0.040,0.060,0.820,codeph,"An equation can be rendered using multiple classes of fonts (e.g. the serif, sans serif, monospace, fraktur, and doublestruck classes. Depending on each of the equation symbols, a class is selected for it. The font specified in the CSS rule (as in the preceding example), applies only to the [[serif]] class. However, if a symbol codepoint is not covered by the currently selected class fonts, it fal"
codeph,0.820,args.gen.task.lbl,topics/dcpp_parameters.dita,170,codeph/identifier,0.250,0.030,0.820,codeph,"[[args.gen.task.lbl]] || Specifies whether or not to generate headings for sections within task topics. Allowed values: YES or NO (default). When set to YES, headings such as ""About this task"", ""Before you begin"", ""Procedure"", or ""What to do next"", are shown in the task contents."
codeph,0.820,yes,topics/dcpp_parameters.dita,229,any/emphasis,0.090,0.040,0.820,codeph,Specifies whether or not the DITA-OT deletes the files in the temporary directory after it finishes a build. Allowed values: [[yes]] (default) or no. || clean.temp
codeph,0.820,NO,topics/dcpp_parameters.dita,326,any/emphasis,0.110,0.020,0.820,codeph,Specifies that the top and bottom margins associated with a block element should be discarded when the block is at the top or bottom of the page. Allowed values: YES (default) or [[NO]]. || drop.block.margins.at.page.boundary
codeph,0.820,no,topics/dcpp_parameters.dita,376,any/emphasis,0.230,0.030,0.820,codeph,"When set to yes (default), glyph substitution is enabled (if the particular font supports it). This applies to Latin-based scripts only (the substitutions are always enabled in other types of scripts). If you encounter problems rendering or copying accented glyphs (e.g. umlauts or other diacritics), it might be helpful to set this parameter to [[no]] to disable the font glyph substitutions. Anothe"
codeph,0.820,top,topics/dcpp_parameters.dita,401,any/emphasis,0.240,0.020,0.820,codeph,"Controls the title placement of the figures, relative to the image. Possible values include [[top]] (default) and bottom.  || figure.title.placement"
codeph,0.820,yes,topics/dcpp_parameters.dita,396,any/emphasis,0.100,0.030,0.820,codeph,Expands XPath expressions (whose format is ${expression}) contained in SVG templates. Allowed values: [[yes]] (default) or no. || expand.xpath.in.svg.templates
codeph,0.820,yes,topics/dcpp_parameters.dita,435,any/emphasis,0.090,0.030,0.820,codeph,"When set to [[yes]], the PDF output is generated in compliance with the PDF/Universal Accessibility standard (also known as ISO 14289). The default is no. || pdf.accessibility"
codeph,0.820,yes,topics/dcpp_parameters.dita,574,any/emphasis,0.150,0.020,0.820,codeph,"When set to [[yes]], each of the image map area shapes is displayed with a translucent fill over the image. You can use this to debug your image maps. The default is no.  || show.image.map.area.shapes"
codeph,0.820,yes,topics/dcpp_parameters.dita,585,any/emphasis,0.200,0.020,0.820,codeph,"When set to no (default), glossary entries are sorted based upon the document order. If set to [[yes]], they are sorted alphabetically and grouped by their first letter.This only works for glossary entries inside the glossgroup element or children of the glossarylist element.  || sort.and.group.glossentries"
codeph,0.820,yes,topics/dcpp_parameters.dita,603,any/emphasis,0.160,0.020,0.820,codeph,Specifies whether or not a table caption should repeat on other pages when the table spans onto multiple pages. The caption is not repeated for tables nested in lists or other tables. Allowed values are [[yes]] (default) or no. || table.title.repeat
codeph,0.820,yes,topics/dcpp_parameters.dita,609,any/emphasis,0.120,0.020,0.820,codeph,"When set to [[yes]] (default), the CSS files specified in the publishing template or by the args.css parameter are also applied on embedded SVG elements. Allowed values are yes and no. || use.css.for.embedded.svg"
codeph,0.820,yes,topics/dcpp_parameters.dita,615,any/emphasis,0.140,0.030,0.820,codeph,Specifies whether a navtitle defined in a topic or a topic reference should be used as the display name for all links or only in the table of contents. Allowed values are [[yes]] and no (default). || use.navtitles.in.all.links
codeph,0.820,oxy|document,topics/dg-additional-custom-selectors.dita,33,any/emphasis,0.080,0.060,0.820,codeph,[[oxy|document]] - The oxy|document selector matches the entire document:oxy|document { display:block !important; }
codeph,0.820,block,topics/dg-customization-tutorial-overview.dita,99,any/emphasis,0.040,0.020,0.820,codeph,"The root of a report document. It should be rendered as a box that contains all other elements. To achieve this, the display type is set to [[block]]. Additionally, some margins are set for it. The CSS rule that matches this element is:report{ display:block; margin:1em; }"
codeph,0.820,type,topics/dg-default-author-operations.dita,341,any/emphasis,0.150,0.040,0.820,codeph,"The following example is a script that retrieves the current value of the [[type]] attribute on the current element, allows the end-user to edit its new value and sets the new value in the document:function doOperation(){ //The current node is either entirely selected... currentNode = authorAccess.getEditorAccess().getFullySelectedNode(); if(currentNode == null){ //or the cursor is placed in it ca"
codeph,0.820,null,topics/dg-extensions-bundle.dita,258,any/emphasis,0.030,0.040,0.820,codeph,"If the functionality related to one of the previous extension points does not need to be modified, then the developed ro.sync.ecss.extensions.api.ExtensionsBundle should not override the corresponding method and leave the default base implementation to return [[null]]."
codeph,0.820,fontInherit,topics/dg-form-controls-properties-matrix.dita,90,codeph/identifier,0.120,0.030,0.820,codeph,edit columns editable tooltips values [[fontInherit]] (always true) labels color canRemoveValue  || Combo Box form control | This form control provides a graphical object that is a drop-down menu of proposed values. It can also be used for a combination of a drop-down menu and an editable single-line text field.
codeph,0.820,columns,topics/dg-form-controls-properties-matrix.dita,110,any/emphasis,0.540,0.130,0.820,codeph,edit [[columns]] color format  || Date Picker form controlSome browsers interpret the HTML5 datePicker as a text-field. | This form control offers a text field that allows the user to choose a date in a specified format. Some browsers include a calendar browsing mechanism along with the text field.
codeph,0.820,tooltips,topics/dg-form-controls-properties-matrix.dita,136,any/emphasis,0.390,0.080,0.820,uicontrol,edit color [[tooltips]] values resultSeparator selectionMode labels columns rendererSort (has to be identical to editorSort)  || Pop-up form control | This form control offers a contextual menu that provides quick access to various actions. A pop-up form control can display single or multiple selections.
codeph,0.820,inherit,topics/dg-form-controls-properties-matrix.dita,213,any/emphasis,0.080,0.030,0.820,codeph,text width color background-color [[inherit]] styles  || oxy_label() function | This function can be used as a value for the CSS content property to change the style of generated text.
codeph,0.820,i,topics/dg-insert-section-action.dita,28,any/emphasis,0.340,0.050,0.820,codeph,"Set the Menu access key to [[i]]. On Windows, the menu items can be accessed using Alt+letter keys combination, when the menu is visible. The letter is visually represented by underlining the first letter from the menu item name having the same value."
codeph,0.820,Clients Report,topics/dg-operations-with-arguments.dita,212,any/emphasis,0.470,0.660,0.820,uicontrol,Set Name to [[Clients Report]].
codeph,0.820,contributor,topics/dita-prolog-updater.dita,89,any/emphasis,0.100,0.030,0.820,codeph,"Specifies a custom value for the type attribute of the author element that is inserted to emphasize an additional author who is not the primary/original author. When is not set, the [[contributor]] value is used."
codeph,0.820,ID,topics/dita-reusable-components-view.dita,271,any/emphasis,0.190,0.040,0.820,codeph,"The DITA Reusable Components view collects all the topics from the current root map that are marked as resource-only, then collects the reusable components from those topics, and displays them in the Components tab. To set a topic as resource-only, the topicref in the DITA map file must have a processing-role attribute set like this:<topicref href=""topics/randomize-xml-content.dita"" processing-rol"
codeph,0.820,xs:choice,topics/documentation-XML-Schema.dita,159,codeph/qname,0.160,0.040,0.820,codeph,[[xs:choice]] - Its children will be separated by | characters.
codeph,0.820,EditPropertiesHandler,topics/edit-properties-handler.dita,14,any/emphasis,0.130,0.050,0.820,codeph,"The [[EditPropertiesHandler]] extension point allows you to present a specialized dialog box when the action of double-clicking an element tag is intercepted in Author mode. For example, you could use it to present a dialog box that allows the user to editing the properties of an image."
codeph,0.820,https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml,topics/emmet-addon.dita,37,any/emphasis,0.050,0.710,0.820,codeph,"Go to Help Install new add-ons to open an add-on selection dialog box. Enter or paste [[https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml]] in the Show add-ons from field or select it from the drop-down menu.If you have issues connecting to the default update site, you can download the add-on package, unzip it, then use the Browse for local files action in the Install new add-ons di"
codeph,0.820,false,topics/eppo-installation-linux.dita,152,any/emphasis,0.080,0.050,0.820,codeph,Used for automatic version checking. Possible values are true (default) or [[false]].
codeph,0.820,true,topics/eppo-installation-linux.dita,215,any/emphasis,0.100,0.040,0.820,codeph,Used to report a problem encountered while using . Possible values are [[true]] (default) or false.
codeph,0.820,false,topics/eppo-installation-windows.dita,138,any/emphasis,0.080,0.050,0.820,codeph,Used for automatic version checking. Possible values are true (default) or [[false]].
codeph,0.820,false,topics/eppo-installation-windows.dita,238,any/emphasis,0.090,0.050,0.820,codeph,Used for automatic version checking. Possible values are true (default) or [[false]].
codeph,0.820,false,topics/eppo-installation-windows.dita,243,any/emphasis,0.090,0.040,0.820,codeph,Used to control checking for application-related news and events. Possible values are true (default) or [[false]].
codeph,0.820,abstract,topics/examples-schematron-sqf.dita,525,any/emphasis,0.100,0.050,0.820,codeph,"Result: The engine displays an error message if an article-type attribute has any other value other than [[abstract]], addendum, announcement, or article-commentary and the Quick Fix mechanism proposes options for replacing the disallowed value with one of those four allowed values (using the use-for-each construct)."
codeph,0.820,allOf,topics/json-schema-component-properties.dita,37,codeph/identifier,0.020,0.020,0.820,codeph,"A schema version 2019-09 or 2020-12 that contains a $ref in conjunction with other type-specific keywords (such as properties or items) is processed as a combined schema, under the [[allOf]] criterion. This means that for an instance to be valid, it has to validate against both the referenced schema and the schema defined in-place by those keywords."
codeph,0.820,unevaluatedItems,topics/json-schema-diagram-palette-view.dita,34,codeph/identifier,0.030,0.020,0.820,codeph,"Components: property, patternProperty, definition, additionalProperties, additionalItems, unevaluatedProperties (for 2019-09 or 2020-12 schemas), [[unevaluatedItems]] (for 2019-09 or 2020-12 schemas)."
codeph,0.820,http://json-schema.org/draft/2019-09/schema,topics/json-validating-json-schema.dita,33,any/emphasis,0.010,0.150,0.820,codeph,"If there is a ""$schema"": ""[[http://json-schema.org/draft/2019-09/schema]]"" property in the schema root, then 2019-09 will be used."
codeph,0.820,"""$dynamicRef""",topics/json-validating-json-schema.dita,63,any/emphasis,0.050,0.030,0.820,codeph,"The keyword [[""$dynamicRef""]] has the same functionality as ""$ref"", and ""$dynamicAnchor"" (2020-12) is not supported. This is also indicated by a validation warning."
codeph,0.820,EndLine,topics/linked-output-messages-of-external-engine.dita,28,any/emphasis,0.070,0.020,0.820,codeph,[[EndLine]]: A line number (the string EndLine: followed by the number of the line where the highlight ends). This property is optional in a linked message.
codeph,0.820,EndColumn,topics/linked-output-messages-of-external-engine.dita,30,any/emphasis,0.070,0.010,0.820,codeph,"EndColumn: A column number (the string [[EndColumn]]: followed by the number of the column where the highlight ends on the end line). This property is optional in a linked message.The Line/Column pair works in conjunction with the EndLine/EndColumn pair. Thus, if both pairs are specified, then the highlight starts at Line/Column and ends at EndLine/EndColumn. If the EndLine/EndColumn pair is missi"
codeph,0.820,Column,topics/linked-output-messages-of-external-engine.dita,32,any/emphasis,0.170,0.020,0.820,codeph,"The Line/Column pair works in conjunction with the EndLine/EndColumn pair. Thus, if both pairs are specified, then the highlight starts at Line/Column and ends at EndLine/EndColumn. If the EndLine/EndColumn pair is missing, the highlight starts from the beginning of the line identified by the Line parameter and ends at the column identified by the [[Column]] parameter."
codeph,0.820,https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml,topics/live-tutorials-addon.dita,43,any/emphasis,0.060,0.770,0.820,codeph,"Enter or paste [[https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml]] in the Show add-ons from field or select it from the drop-down menu.If you have issues connecting to the default update site, you can download the add-on package, unzip it, then use the Browse for local files action in the Install new add-ons dialog box to locate the downloaded addon.xml file. "
codeph,0.820,Location,topics/live-tutorials-addon.dita,303,any/emphasis,0.360,0.600,0.820,uicontrol,"To find the location where the add-on is installed, go to Options Preferences Plugins , select Live Tutorials from the list of add-ons and look at the value of the [[Location]] property. In that location, there is a tutorials folder that contains all the default tutorials."
codeph,0.820,manual,topics/marklogic-connection.dita,24,any/emphasis,0.220,0.070,0.820,codeph,"To browse modules located in a database, directory properties must be associated with them. These directory properties are generated automatically if the directory creation property of the database is set to automatic. If this property is set to [[manual]] or manual-enforced, add the directory properties of the modules manually, using the XQuery function xdmp:directory-create(). For example, for t"
codeph,0.820,pathOfBaseFile,topics/merge-files-change-tracking.dita,26,codeph/identifier,0.190,0.510,0.820,codeph,[[pathOfBaseFile]] || Mandatory argument that specifies the path of the base file (it can also be provided as a URL).
codeph,0.820,1.1,topics/new-dialog-eclipse.dita,162,any/emphasis,0.080,0.060,0.820,codeph,Sets the minVersion attribute to [[1.1]].
codeph,0.820,1.1,topics/new-dialog-sa.dita,267,any/emphasis,0.080,0.060,0.820,codeph,Sets the minVersion attribute to [[1.1]].
codeph,0.820,WARN,topics/ofbENT-access_instance_logs.dita,67,any/emphasis,0.080,0.040,0.820,codeph,"The level attribute values can be: ALL, INFO, DEBUG, [[WARN]], ERROR."
codeph,0.820,true,topics/ofbENT-how-to-set-application-properties.dita,38,any/emphasis,0.070,0.030,0.820,codeph,Set it to [[true]] for images to be validated (extension and size) before being uploaded or false to not validate them.
codeph,0.820,https.nonProxyPort,topics/ofbENT-installation-docker.dita,340,any/emphasis,0.220,0.040,0.820,codeph,[[https.nonProxyPort]] - The list of hosts that will be bypassed by the proxy server
codeph,0.820,https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml,topics/openapi-documentation-generator.dita,37,any/emphasis,0.070,0.760,0.820,codeph,"Enter or paste [[https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml]] in the Show add-ons from field or select it from the drop-down menu.If you have issues connecting to the default update site, you can download the add-on package, unzip it, then use the Browse for local files action in the Install new add-ons dialog box to locate the downloaded addon.xml file. "
codeph,0.820,element(),topics/oxy-allows-child-element.dita,13,codeph/call,0.060,0.030,0.820,codeph,"The oxy:allows-child-[[element()]] function allows you to check whether or not an element that matches the arguments of the function is valid as a child of the element at the current cursor position, according to the associated schema. It is evaluated at the cursor position and has the following signature:"
codeph,0.820,ditamapFile,topics/scripting_oxygen_dita_translation_package_builder.dita,104,codeph/identifier,0.280,0.740,0.820,codeph,"-i [[ditamapFile]] || The main DITA map file that matches the received package language. For example, if the package contains topics translated into French, then this map is the French version of your DITA map."
codeph,0.820,includeFilesFilter,topics/scripting_oxygen_validate.dita,67,codeph/identifier,0.330,0.060,0.820,codeph,"-if [[includeFilesFilter]] || Use this argument to only validate the files that match the specified pattern (e.g. .xml,.json). The default value is *."
codeph,0.820,filesFilter,topics/scripting_oxygen_xml_refactoring.dita,45,codeph/identifier,0.480,0.080,0.820,codeph,"-f [[filesFilter]] || Specifies a filter for the input files by using a file pattern. For example, to restrict the operation to only analyze build files, you could use build*.xml for the file pattern."
codeph,0.820,minVersion,topics/set-xml-schema-version.dita,38,codeph/identifier,0.160,0.090,0.820,codeph,"[[minVersion]] = ""1.1"" || 1.1"
