suggested_element,score,text,file,line,source,p_uicontrol,p_filepath,p_codeph,choice,context
codeph,0.699,%BUGID%,topics/svn-integration-with-bug-tracking-tools.dita,32,codeph/variable,0.121,0.108,0.699,codeph,bugtraq:url - A string property that is the URL pointing to the bug tracking tool. The URL string should contain the substring [[%BUGID%]] which replaces with the issue number. That way the resulting URL will point directly to the correct issue.
codeph,0.699,system(var.name),reusables/topics/reusables-editor-variables.dita,154,codeph/call,0.181,0.089,0.699,codeph,"${[[system(var.name)]]} - Value of the var.name Java System Property. The Java system properties can be specified in the command-line arguments of the Java runtime as -Dvar.name=var.value. If you are looking for operating system environment variables, use the ${env(VAR_NAME)} editor variable instead."
codeph,0.699,Result,topics/whr-add-videos.dita,99,any/emphasis,0.046,0.046,0.699,codeph,"[[Result]]: The transformation converts the object element to an HTML5 audio element.<audio controls=""controls""><source type=""audio/mpeg"" src=""MyClip.mp3""></source> </audio>"
codeph,0.698,operationId,topics/scripting_oxygen_xml_refactoring.dita,36,codeph/identifier,0.247,0.238,0.698,codeph,-id [[operationId]] || The ID of the refactoring operation to be executed.
codeph,0.698,no,topics/dcpp_parameters.dita,549,any/emphasis,0.496,0.282,0.698,codeph,"When set to yes (default) and the show.changes.and.comments parameter is also set to yes, the user comments and tracked changes are shown in the PDF output as sticky note annotations. When set to [[no]], the comments and tracked changes are left in the document model and are styled by the default CSS rules as footnotes. You can override this from your customization CSS. || show.changes.and.comment"
codeph,0.698,true,topics/customizing-options.dita,151,any/emphasis,0.175,0.071,0.698,codeph,Controls whether or not the built-in handlers for HTTP/HTTPS and SFTP protocols are installed. Default value is [[true]]. || com.oxygenxml.loadBuiltinProtocolHandlers | Boolean | True
codeph,0.698,statusMessage,topics/wa-rate-limit-filter.dita,81,codeph/identifier,0.173,0.133,0.698,codeph,[[statusMessage]] || The status message to return when a request is dropped. Default is Too many requests.
codeph,0.698,SystemID,topics/xml-schema-diagram-schema-properties.dita,116,any/emphasis,0.274,0.186,0.698,codeph,[[SystemID]]  || The schema system ID | Not editable property
codeph,0.698,${env(VAR_NAME)},reusables/topics/reusables-editor-variables.dita,151,codeph/variable,0.119,0.048,0.698,codeph,"[[${env(VAR_NAME)}]] - Value of the VAR_NAME environment variable. The environment variables are managed by the operating system. If you are looking for Java System Properties, use the ${system(var.name)} editor variable."
codeph,0.697,Wrapper element,topics/predefined-refactoring-operations.dita,769,any/emphasis,0.314,0.215,0.697,codeph,The local name of the [[Wrapper element]] that will surround the content of the target.
codeph,0.697,Text,topics/workspace-access-plugin.dita,147,any/emphasis,0.440,0.262,0.697,codeph,A special editing API is supported for the [[Text]] mode (ro.sync.exml.workspace.api.editor.page.text.WSTextEditorPage) and the Author mode (ro.sync.exml.workspace.api.editor.page.author.WSAuthorEditorPage).
codeph,0.697,Attribute Form Default,topics/xml-schema-diagram-schema-properties.dita,56,any/emphasis,0.451,0.242,0.697,codeph,"[[Attribute Form Default]]  || Determining whether or not local attribute declarations will be namespace-qualified by default | qualified, unqualified, [Empty] (default value is unqualified)"
codeph,0.697,properties,topics/json-schema-component-properties.dita,37,any/emphasis,0.144,0.205,0.697,codeph,"A schema version 2019-09 or 2020-12 that contains a $ref in conjunction with other type-specific keywords (such as [[properties]] or items) is processed as a combined schema, under the allOf criterion. This means that for an instance to be valid, it has to validate against both the referenced schema and the schema defined in-place by those keywords."
codeph,0.696,contributor,topics/dita-prolog-updater.dita,89,any/emphasis,0.205,0.120,0.696,codeph,"Specifies a custom value for the type attribute of the author element that is inserted to emphasize an additional author who is not the primary/original author. When is not set, the [[contributor]] value is used."
codeph,0.696,EndColumn,topics/linked-output-messages-of-external-engine.dita,30,any/emphasis,0.206,0.071,0.696,codeph,"EndColumn: A column number (the string [[EndColumn]]: followed by the number of the column where the highlight ends on the end line). This property is optional in a linked message.The Line/Column pair works in conjunction with the EndLine/EndColumn pair. Thus, if both pairs are specified, then the highlight starts at Line/Column and ends at EndLine/EndColumn. If the EndLine/EndColumn pair is missi"
codeph,0.696,styleset,topics/ch_standard_w3c_css_properties.dita,410,any/emphasis,0.299,0.234,0.696,codeph,"[[styleset]] | initial | unset || font-variant-alternates | normal | historical-forms | stylistic | character-variant | swash | ornaments | annotation | swash | Can be used to map a different stylistic alternative for sets of characters. The parameter is a font-specific name mapped to a number. It corresponds to the OpenType value ssXY (e.g. ss02). Depends on the fonts capabilities, and applies to"
codeph,0.695,4,reusables/topics/reusables-cf-wa-waCustom.dita,305,any/emphasis,0.331,0.193,0.695,codeph,[[4]] - A custom language defined by the Schematron_custom_language option will be used.
codeph,0.694,before,topics/dg-placeholder-css-extension.dita,20,any/emphasis,0.225,0.150,0.694,codeph,displays the element name as pseudo-content for empty elements if the Show placeholders for empty elements option is selected in the Author preferences page and there is no [[before]] or after content set in the CSS for this type of element. There are two CSS properties that can be used to control the placeholders (-oxy-placeholder-content and -oxy-show-placeholder).
codeph,0.694,original(base),topics/properties-toolbar.dita,11,codeph/call,0.396,0.133,0.694,codeph,Edit property - This button invokes the Edit property dialog box where you can change the property value and also see its [[original(base)]] value.
codeph,0.693,@attr,reusables/topics/reusables-author-mode-customization.dita,334,codeph/attr,0.185,0.159,0.693,codeph,"element[[[@attr]] = ""value""] - Matches all instances of the specified element that include the specified attribute with the given value."
codeph,0.693,IDTypeVerifier,topics/dg-DefaultElementLocatorProvider-implem.dita,14,any/emphasis,0.100,0.123,0.693,codeph,"The method getElementLocator determines what ElementLocator should be used. In the default implementation, it checks if the link is an XPointer element() scheme. Otherwise, it assumes it is an ID. A non-null [[IDTypeVerifier]] will always be provided if a schema is associated with the document type."
codeph,0.693,@attr,topics/preferences-editor-format-xml.dita,144,codeph/attr,0.185,0.159,0.693,codeph,"element[[[@attr]] = ""value""] - Matches all instances of the specified element that include the specified attribute with the given value."
codeph,0.693,true,topics/ch_css_extensions.dita,471,any/emphasis,0.183,0.137,0.693,codeph,[[true]] | false | initial | unset || -oxy-pdf-viewer-hide-menubar | Flag that indicates if the PDF viewer should hide its menu bar when opening the PDF document.:root { -oxy-pdf-viewer-hide-menubar: true; } | false | no
codeph,0.693,insertOnlyElementsFromCCList,reusables/topics/reusables-cf-wa-waCustom.dita,285,codeph/identifier,0.391,0.077,0.693,codeph,"[[insertOnlyElementsFromCCList]] || Boolean | If set to true, the content completion list will only show elements that are valid at the current position."
codeph,0.693,new-line,topics/preferences-editor-text.dita,71,any/emphasis,0.369,0.173,0.693,codeph,"If selected, long lines are automatically wrapped in edited documents. The line wrap does not alter the document content since the application does not use [[new-line]] characters to break long lines."
codeph,0.693,new-line,topics/preferences-editor.dita,169,any/emphasis,0.369,0.173,0.693,codeph,"If selected, long lines are automatically wrapped in edited documents. The line wrap does not alter the document content since the application does not use [[new-line]] characters to break long lines."
codeph,0.692,client ID,topics/sharepoint-ms-azure.dita,15,any/emphasis,0.159,0.110,0.692,codeph,"It is possible to use your MS Azure Active Directory credentials for SharePoint authentication. To configure the application to use your [[client ID]] and client secret, set the following Oxygen system properties: com.oxygenxml.azure.active.directory.client.id - Specifies a custom client ID. com.oxygenxml.azure.active.directory.client.secret - Specifies a custom client secret. "
codeph,0.692,attributeParameter,topics/xml-refactoring-operation-descriptor.dita,203,codeph/identifier,0.126,0.080,0.692,codeph,"[[attributeParameter]] || This parameter is used to specify attributes by local name and namespace. For this type of parameter, the application displays two combo boxes with attributes and their namespaces collected from the associated schema of the currently edited file. The text from the label attribute is displayed in the application as the label of the associated combo box. You can also use th"
codeph,0.692,root(xs:string),topics/custom_operation_sample.dita,210,codeph/call,0.156,0.220,0.692,codeph,set-content-after-[[root(xs:string)]] - Updates the content that will be serialized in the refactored document after the root node.
codeph,0.692,"element[@attr = ""value""]",reusables/topics/reusables-author-mode-customization.dita,334,any/emphasis,0.216,0.223,0.692,codeph,"[[element[@attr = ""value""]]] - Matches all instances of the specified element that include the specified attribute with the given value."
codeph,0.692,"element[@attr = ""value""]",topics/preferences-editor-format-xml.dita,144,any/emphasis,0.216,0.223,0.692,codeph,"[[element[@attr = ""value""]]] - Matches all instances of the specified element that include the specified attribute with the given value."
codeph,0.691,-oxy-pdf-extract-file,topics/ch_css_extensions.dita,318,codeph/flag,0.171,0.158,0.691,codeph,"[[-oxy-pdf-extract-file]] || Used to generate individual fragments of a PDF as separate files, with the file name specified by the property value.article[id] { -oxy-pdf-extract-file: attr(id); } |  |  | no"
codeph,0.691,args.css.param.title.layout,topics/dcpp_parameters.dita,132,codeph/identifier,0.240,0.114,0.691,codeph,"[[args.css.param.title.layout]] || Changes the structure of the title element. In the output, the title area consists of two parts: one is the number of the chapter (and optionally, the sections number), and one is the title text. This parameter allows a switch between normal text flow (in-line flow) and a table layout where the number is placed in one cell and the text in the other (to avoid wrap"
codeph,0.691,end-of-line (EOL),topics/export-repos.dita,94,any/emphasis,0.427,0.137,0.691,codeph,Defines the [[end-of-line (EOL)]] marker that should be used when exporting files that have the value or the svn:eol-style property set to native. You can choose between the following styles: Default - It uses the system-specific end-of-line marker. CRLF - The Windows-specific end-of-line marker (carriage return - line feed). LF - The Unix / macOS-specific end-of-line marker (line feed). CR - The 
codeph,0.690,<border-style>,topics/dg-properties-support.dita,67,codeph/tag,0.088,0.095,0.690,codeph,[ <border-width> || [[<border-style>]] || <border-color> ] | inherit | initial | unsetNot yet supported on table row or table row groups.  || border | 
codeph,0.689,* (any),topics/document-type-association-rules-tab.dita,72,any/emphasis,0.167,0.136,0.689,codeph,"Specifies the namespace of the root element from the association rules set ([[* (any)]] by default). If you want to apply the rule only when the root element has no namespace, leave this field empty (remove the ANY_VALUE string)."
codeph,0.689,select,topics/schematron-content-completion.dita,32,any/emphasis,0.383,0.161,0.689,codeph,"The Content Completion Assistant displays XSLT 1.0 functions and optionally XSLT 2.0 / 3.0 functions in the attributes path, [[select]], context, subject, test depending on the Schematron options that are set in Preferences pages. If the Saxon namespace (xmlns:saxon=""http://icl.com/saxon"") or the Saxon namespace is declared in the Schematron schema (xmlns:saxon=""http://saxon.sf.net/"") the content "
codeph,0.689,count(//accountNumber),topics/running-xpath-expressions.dita,39,codeph/call,0.170,0.181,0.689,codeph,/*[[[count(//accountNumber)]] > 5] - Searches for instances where more than 5 accountNumber elements are found.
codeph,0.689,XProc,topics/xproc-transformation-xproc-tab.dita,24,uicontrol/verb+label,0.472,0.193,0.689,codeph,"Allows you to select the [[XProc]] engine to be used for the transformation. You can choose from XML Calabash 1.X, XML Calabash 3.X, or a custom engine that is configured in the XProc Preferences page."
codeph,0.688,SQL expression,topics/dg-operations-with-arguments.dita,8,any/emphasis,0.222,0.099,0.688,codeph,"In this example, an operation is created that connects to a relational database and executes an SQL statement. The result should be inserted in the edited XML document as a table. To make the operation fully configurable, it will have arguments for the database connection string, the user name, the password and the [[SQL expression]]."
codeph,0.688,-oxy-pdf-meta-copyrighted,topics/ch_metadata.dita,113,codeph/flag,0.169,0.087,0.688,codeph,"[[-oxy-pdf-meta-copyrighted]] || These properties define the copyright metadata. Acrobat Reader Pro, for example, displays this in the Details tab of the File/Document Properties dialog box.meta[name='copyright'] { -oxy-pdf-meta-copyright: attr(content); -oxy-pdf-meta-copyrighted: copyrighted; -oxy-pdf-meta-copyright-url: ""https://my.company/copyright-notice.html""; }The -oxy-pdf-meta-copyright pro"
codeph,0.688,Result,topics/whr-add-videos.dita,62,any/emphasis,0.060,0.057,0.688,codeph,"[[Result]]: The transformation converts the object element to an HTML5 video element.<video controls=""controls""><source type=""video/mp4"" src=""MyVideo.mp4""></source> </video>"
codeph,0.688,<tag-name(\s+)(.*)>,topics/find-replace-dialog.dita,50,any/emphasis,0.264,0.181,0.688,codeph,To replace the tag-name start tag and its attributes with the new-tag-name tag use as Find the expression [[<tag-name(\s+)(.*)>]] and as Replace with the expression <new-tag-name$1$2>.
codeph,0.688,false,reusables/topics/reusables-cf-wa-waCustom.dita,45,any/emphasis,0.353,0.228,0.688,codeph,"Controls whether or not keep-alive requests are sent to the server every 150 seconds. By default, the value is [[false]]. In this case, such requests are sent only for protocols that use the ro.sync.exml.plugin.lock.LockHandler (such as WebDAV). || always.send.keepalive | Boolean"
codeph,0.687,com.oxygenxml.floating.license.timeout,topics/custom-system-properties.dita,94,codeph/identifier,0.317,0.073,0.687,codeph,[[com.oxygenxml.floating.license.timeout]] || Allowed Values: An integer (minutes) Default Value: 120 Purpose: Stores the time interval (in minutes) before floating licenses are released in case of application's inactivity.
codeph,0.687,@,ai/functionality_features.dita,268,any/emphasis,0.448,0.314,0.687,codeph,"Clicking a chip opens the referenced document in its associated application. You can also reference an attached file in a specific part of the edited message by typing [[@]] and then selecting an existing attached file or an already open document. Otherwise, all attachments are automatically expanded and uploaded at the end of the chat input message."
codeph,0.686,unset,topics/ch_css_extensions.dita,556,any/emphasis,0.199,0.163,0.686,codeph,"use-none | use-outlines | use-thumbs | full-screen | initial | [[unset]] || -oxy-pdf-viewer-page-mode | Specifies which left-side view should be visible when the PDF document is opened, or if the document should be full screen. The use-outlines value refers to the bookmark tree.:root { -oxy-pdf-viewer-page-mode: use-outlines; } use-none Neither document outlines nor thumbnail images are visible. u"
codeph,0.686,xs:schema,topics/xml-schema-diagram-complexType-properties.dita,118,codeph/qname,0.182,0.134,0.686,codeph,"Controls if a substitution (either through a xsi:type or substitution groups) can be performed for a complex type, which is an extension or a restriction of the current complex type. This attribute can only block such substitutions (it cannot ""unblock"" them), which can also be blocked in the element definition. The default value is defined by the blockDefault attribute of [[xs:schema]]. || Block |"
codeph,0.686,honour-all-schema-location,topics/xml-schema-preferences-page.dita,46,any/emphasis,0.633,0.097,0.686,codeph,"Sets the [[honour-all-schema-location]] feature to true. All the files that declare XML Schema components from the same namespace are used to compose the validation model. If this option is not selected, only the first XML Schema file that is encountered in the XML Schema import tree is taken into account."
codeph,0.685,args.chapter.layout,topics/dcpp_parameters.dita,35,codeph/identifier,0.479,0.085,0.685,codeph,"[[args.chapter.layout]] || Specifies whether chapter-level TOCs are generated for bookmaps. When set to MINITOC, a small section with links is added at the beginning of each chapter. The default is BASIC. For details, see: . Allowed values: BASIC - No chapter TOC is created. MINITOC - A chapter-level TOC is generated. MINITOC-BOTTOM-LINKS - A chapter-level TOC is generated, with the links under th"
codeph,0.685,root(xs:string),topics/custom_operation_sample.dita,231,codeph/call,0.138,0.200,0.685,codeph,set-content-before-[[root(xs:string)]] - Updates the content that will be serialized in the refactored document after the root node.
codeph,0.685,-ed,topics/scripting_oxygen_json_schema_documentation.dita,89,codeph/flag,0.183,0.113,0.685,codeph,[[-ed]] exclude diagram || Optional argument that specifies if the JSON schema diagram should be present. Default value is true.
codeph,0.685,-ed,topics/scripting_oxygen_openAPI_documentation.dita,89,codeph/flag,0.183,0.113,0.685,codeph,[[-ed]] exclude diagram || Optional argument that specifies if the JSON schema diagram should be present. Default value is true.
codeph,0.685,<number>,topics/ch_chapters.dita,36,codeph/tag,0.161,0.056,0.685,codeph,"Supported values for -oxy-initial-page-number are: auto, auto-even, auto-odd, [[<number>]]."
codeph,0.684,targetNamespace,topics/xml-schema-diagram-alternative-properties.dita,61,codeph/identifier,0.079,0.166,0.684,codeph,"##defaultNamespace, ##[[targetNamespace]], ##local || XPath Default Namespace | The default namespace used when the XPath expression is evaluated"
codeph,0.684,targetNamespace,topics/xml-schema-diagram-assert-properties.dita,51,codeph/identifier,0.079,0.166,0.684,codeph,"##defaultNamespace, ##[[targetNamespace]], ##local || XPath Default Namespace | The default namespace used when the XPath expression is evaluated"
codeph,0.684,targetNamespace,topics/xml-schema-diagram-schema-properties.dita,92,codeph/identifier,0.079,0.166,0.684,codeph,"##defaultNamespace, ##[[targetNamespace]], ##local || XPath Default Namespace | The default namespace used when the XPath expression is evaluated"
codeph,0.684,EndLine,topics/linked-output-messages-of-external-engine.dita,32,any/emphasis,0.343,0.089,0.684,codeph,"The Line/Column pair works in conjunction with the EndLine/EndColumn pair. Thus, if both pairs are specified, then the highlight starts at Line/Column and ends at [[EndLine]]/EndColumn. If the EndLine/EndColumn pair is missing, the highlight starts from the beginning of the line identified by the Line parameter and ends at the column identified by the Column parameter."
codeph,0.684,xsi:type,topics/xml-schema-diagram-element-properties.dita,194,any/emphasis,0.225,0.123,0.684,codeph,"Controls if the element can be subject to a type or substitution group substitution. '#all' blocks any substitution, 'substitution' blocks any substitution through substitution groups and 'extension'/'restriction' block any substitution (both through [[xsi:type]] and substitution groups) by elements or types, derived respectively by extension or restriction from the type of the element. Its defaul"
codeph,0.683,draft 2019-09,topics/json-schema-components.dita,120,any/emphasis,0.190,0.320,0.683,codeph,"Description: The optional definitions keyword (or $defs for [[draft 2019-09]] or 2020-12 schemas) does not directly validate data, but it contains a map of validation schemas. The value can be anything.Definitions with a boolean value are presented in diagram as components. You can change the boolean value by modifying the definition's any type property value. You can also convert a definition's b"
codeph,0.682,editlink.remote.ditamap.url,topics/dcpp_parameters.dita,347,codeph/identifier,0.254,0.213,0.682,codeph,"[[editlink.remote.ditamap.url]] (deprecated) || Use this parameter in conjunction with editlink.web.author.url to add an Edit link next to the topic title in the PDF output. When a user clicks the link, the topic is opened in Oxygen XML Web Author where they can make changes that can be saved to a file server. The value should be set as the custom URL of the main DITA map. For example, a GitHub cu"
codeph,0.682,-security-resources-host,topics/ch_command_line_interface.dita,319,codeph/flag,0.101,0.162,0.682,codeph,"[[-security-resources-host]] || Specifies the host where resources (e.g. images, CSS stylesheets, etc.) are stored. This parameter is automatically expanded in the Java security policy file, with connect access, when the -security-policy was specified. For more details, see: ."
codeph,0.682,plugin.xml,topics/dita-ot-define-transtype.dita,54,filepath/filename,0.120,0.381,0.682,codeph,"You can also extend various extension points in your [[plugin.xml]]. For more information, see: . It is possible to promote certain transformation parameters so that they appear above the table of allowed parameters and values in the Parameters tab of the transformation scenario configuration dialog box. To do this, you could create a pluginExtension.xml file in the root folder of the DITA-OT plug"
codeph,0.682,no,topics/dcpp_parameters.dita,469,any/emphasis,0.499,0.344,0.682,codeph,Restricts high quality printing. Used for protecting the PDF Document. The restriction is off by default. Accepted values: yes or [[no]]. || pdf.security.restrict.printhq
codeph,0.681,SVN,topics/preferences-svn.dita,38,uicontrol/label+noun,0.556,0.296,0.681,codeph,"The following [[SVN]] options can be configured in this preferences page: Enable symbolic link support (available only on macOS and Linux) Apache Subversion can put a symbolic link under version control, via the usual SVN add command. The Subversion repository has no internal concept of a symbolic link. It stores a versioned symbolic link as an ordinary file with a svn:special property attached. O"
codeph,0.681,jsonText,topics/extension-functions-convert-json-xml-from-xslt.dita,20,codeph/identifier,0.243,0.140,0.681,codeph,"xs:string xml-to-json(xs:string [[jsonText]]) - Converts the input jsonText to XML, using the JSON to XML conversion tool provided by ."
codeph,0.681,for a specific topic,topics/dcpp_how_to_force_a_page_break_before_a_topic.dita,25,any/emphasis,0.271,0.220,0.681,codeph,"If you want to force a page break [[for a specific topic]], mark the topic (or any other element you need to control page breaking for) with an outputclass attribute set to one of these values: break-before Use this for a page break before the marked element. break-after Use this for a page break after the marked element. break-avoid Use this to avoid page breaks inside the marked element. For exa"
codeph,0.681,not(//prolog),topics/running-xpath-expressions.dita,42,codeph/call,0.176,0.114,0.681,codeph,collection('file:/C:/path/to/folder/?select=*.xml')/*[[[not(//prolog)]]] - Finds a list of all XML files that do not contain any prolog elements.
codeph,0.681,Application (client) ID,topics/wa-oidc-auth.dita,23,any/emphasis,0.241,0.073,0.681,codeph,"After you define the application, you need to note the Client ID (or [[Application (client) ID]] for Microsoft Entra ID) and Client Secret that will be generated for you."
codeph,0.681,-oxy-pdf-viewer-fit-window,topics/ch_css_extensions.dita,454,codeph/flag,0.216,0.080,0.681,codeph,[[-oxy-pdf-viewer-fit-window]] || Flag that specifies whether or not to resize the document’s window to fit it to the size of the first displayed page.:root { -oxy-pdf-viewer-fit-window: true; } | true | false | initial | unset | false | no
codeph,0.681,oxy|comment,topics/dg-additional-custom-selectors.dita,61,any/emphasis,0.728,0.194,0.681,codeph,[[oxy|comment]] - The XML comments displayed in Author mode can be changed using the oxy|comment selector: oxy|comment { display:block !important; color:green !important; background-color:transparent !important; }
codeph,0.680,-oxy-page-group,topics/ch_css_extensions.dita,305,codeph/flag,0.301,0.225,0.680,codeph,"[[-oxy-page-group]] || Using the start value forces the creation of a new page group (sequence) even if the page before the element has the same name. The auto value uses the W3C algorithm normally, which would merge the current element with the open page sequence.chapter { -oxy-page-group:start; page: chapter; } | start | auto | initial | unset | auto | no"
codeph,0.679,baseDirPath,topics/scripting-compare-directories.dita,30,codeph/identifier,0.188,0.899,0.679,codeph,"[[baseDirPath]] || Optional argument that specifies the path of the base directory that the other two directories will be compared against in a 3-way comparison (it can also be provided as a URL). If present, it must appear immediately after the first two mandatory arguments."
codeph,0.678,Preserve space elements,topics/preferences-schema-aware.dita,27,any/emphasis,0.789,0.154,0.678,codeph,"When you open or save a document in Author mode, white space is normalized using the display property of the current CSS stylesheet and the values of the settingssettings for [[Preserve space elements]], Default space elements, and Mixed content elements. When this option is selected, the schema will also be used to normalize white space, based on the content model (element-only, simple-content, o"
codeph,0.678,-alg,topics/scripting-compare-directories.dita,84,codeph/flag,0.494,0.149,0.678,codeph,"[[-alg]] comparisonAlg || Specifies the algorithm to be used for the comparison. Possible values: auto, chars, words, lines, syntax_aware, xml_fast, and xml_accurate. Default value = auto."
codeph,0.678,-alg,topics/scripting-compare-files.dita,50,codeph/flag,0.494,0.149,0.678,codeph,"[[-alg]] comparisonAlg || Specifies the algorithm to be used for the comparison. Possible values: auto, chars, words, lines, syntax_aware, xml_fast, and xml_accurate. Default value = auto."
codeph,0.677,sequence,reusables/topics/reusables-webhelp-output-parameters.dita,392,any/emphasis,0.221,0.229,0.677,codeph,Specifies if the [[sequence]] value will be used by default when the collection-type attribute is not specified. This option is helpful if you want to have Next and Previous navigational buttons generated for all HTML pages. Allowed values are no (default) and yes.
codeph,0.677,xs:string,topics/extension-functions-convert-json-xml-from-xslt.dita,25,codeph/qname,0.215,0.134,0.677,codeph,"xs:string json-to-xml([[xs:string]] xmlText) - Converts the input xmlText to JSON, using the XML to JSON conversion tool provided by .These functions are available in the list of content completion proposals when editing XPath expressions in XSLT 3.0 (or later). "
codeph,0.677,args.tablelink.style,topics/dcpp_parameters.dita,215,codeph/identifier,0.443,0.090,0.677,codeph,[[args.tablelink.style]] || Specifies how cross references to tables are styled in output. Allowed values: NUMBER - Only the number of the tables are shown in links. TITLE - Only the title of the tables are shown in links. NUMTITLE (default) - Both the title and number of the tables are shown in links.
codeph,0.676,minOccurs,topics/xml-schema-diagram-element-properties.dita,28,codeph/identifier,0.218,0.128,0.676,codeph,"An element by default displays the following properties when rendered in the diagram: default, fixed, abstract and type. When referenced or declared locally, the element graphical representation also contains the value for the [[minOccurs]] and maxOccurs properties (for 0..1 and 1..1 occurs the values are implied by the connector style) and the connectors to the element are drawn using dotted line"
codeph,0.676,inside,topics/ch_css_extensions.dita,105,any/emphasis,0.270,0.195,0.676,codeph,"start | end | left | right | [[inside]] | outside | alternate | initial | unset || -oxy-changebar-placement | This property determines where, relative to the column areas, the change bars will occur. | left | yes"
codeph,0.676,<app name>,topics/custom-startup-parameters-file.dita,20,any/emphasis,0.036,0.109,0.676,codeph,"custom_<app name>.vmoptions - The [[<app name>]] is the name of the executable application or tool (for example, custom_diffFiles.vmoptions for the Compare Files tool). The parameters and their values of this file will be included in the startup launcher for this particular executable."
codeph,0.676,properties,topics/json-validating-json-schema.dita,71,any/emphasis,0.165,0.195,0.676,codeph,"The keywords ""unevaluatedProperties"" / ""unevaluatedItems"" can ""see through"" the nested subschemas of adjacent keywords ""oneOf"", ""anyOf"", ""allOf"", but all the [[properties]] / items defined by those subschemas are considered evaluated, regardless of other nested restrictions."
codeph,0.676,true,topics/ofbENT-how-to-set-email-notifications.dita,53,any/emphasis,0.236,0.127,0.676,codeph,"If [[true]], it requires the use of the STARTTLS command. If the server does not support the STARTTLS command, or the command fails, the connect method will fail. The default is false."
codeph,0.676,initial,topics/ch_css_extensions.dita,460,any/emphasis,0.185,0.124,0.676,codeph,true | false | [[initial]] | unset || -oxy-pdf-viewer-fit-window | Flag that specifies whether or not to resize the document’s window to fit it to the size of the first displayed page.:root { -oxy-pdf-viewer-fit-window: true; } | false | no
codeph,0.675,webhelp.sitemap.base.url,reusables/topics/reusables-webhelp-output-parameters.dita,316,codeph/identifier,0.167,0.268,0.675,codeph,"[[webhelp.sitemap.base.url]] || Base URL for all the loc elements in the generated sitemap.xml file. If this parameter is specified, the loc element will contain the value of this parameter plus the relative path to the page. If this parameter is not specified, the loc element will only contain the relative path of the page (the relative file path from the href attribute of a topicref element from"
codeph,0.675,default_value,topics/webapp_editor_variables.dita,15,codeph/identifier,0.214,0.114,0.675,codeph,"${ask('message', type, ('real_value1':'rendered_value1'; 'real_value2':'rendered_value2'; ...), '[[default_value]]')} - To prompt for values at runtime, use the ask('message', type, ('real_value1':'rendered_value1'; 'real_value2':'rendered_value2'; ...), 'default-value'') editor variable. You can set the following parameters: 'message' - The displayed message. Note the quotes that enclose the mess"
codeph,0.675,xs:complexType,topics/xml-schema-diagram-schema-properties.dita,67,codeph/qname,0.115,0.141,0.675,codeph,"Default value of the block attribute of xs:element and [[xs:complexType]] || Block Default | #all, extension, restriction, substitution, restriction extension, restriction substitution, extension substitution, restriction extension substitution, [Empty]"
codeph,0.675,-oxy-column-break-after,topics/ch_css_extensions.dita,132,codeph/flag,0.203,0.073,0.675,codeph,"[[-oxy-column-break-after]] || This can be used to either force or eliminate a column break between the matching element and the next sibling. Supported values are: always - to force the column break, or avoid - to keep the end of the matching element together with the next sibling beginning in the same column. | always | auto | avoid | initial | unset | auto | no"
codeph,0.675,AuthorAccess,topics/dg-author-references-resolver.dita,159,any/emphasis,0.080,0.094,0.675,codeph,"The method getReferenceSystemIDshould return the systemID of the referenced content. It takes AuthorNode as an argument that represents the node with the reference and the [[AuthorAccess]] with access methods to the Author mode data model. For example, the value of the location attribute is used from the ref element and resolved relatively to the XML base URL of the node."
codeph,0.674,editlink.web.author.url,topics/dcpp_parameters.dita,357,codeph/identifier,0.303,0.148,0.674,codeph,"[[editlink.web.author.url]] (deprecated) || This parameter needs to be used in conjunction with editlink.remote.ditamap.url to add an Edit link next to the topic title in the PDF output. When a user clicks the link, the topic is opened in Oxygen XML Web Author where they can make changes that can be saved to a file server. The value should be set as the URL of the Web Author installation. For exam"
codeph,0.673,args.enable.root.map.key.processing,topics/dcpp_parameters.dita,679,codeph/identifier,0.540,0.141,0.673,codeph,[[args.enable.root.map.key.processing]] || Indicates whether or not the keys should be processed using the root map parameter. Allowed values: auto (default) yes no
codeph,0.673,com.oxygenxml.default.java.accessibility,topics/custom-system-properties.dita,79,codeph/identifier,0.094,0.066,0.673,codeph,"[[com.oxygenxml.default.java.accessibility]] || Allowed Values: true or false Default Value: false Purpose: System property that can be set to true to force the default detection of java accessibility. If com.sun.java.accessibility.AccessBridge cannot be loaded, forces the Java accessibility to be disabled."
codeph,0.673,direction,topics/control-text-direction-markup.dita,23,any/emphasis,0.250,0.197,0.673,codeph,"Used along with the direction property to create levels of embedded text with different text directions in the same document. The possible values of this property are bidi-override (creates an additional level of embedding and forces all strong characters to the direction specified in the [[direction]]), embed (creates an additional level of embedding), normal (does not use an additional level of "
codeph,0.673,no,topics/dcpp_parameters.dita,502,any/emphasis,0.393,0.400,0.673,codeph,Restricts copying content. Used for protecting the PDF Document. The restriction is off by default. Accepted values: yes or [[no]]. || pdf.security.restrict.copy
codeph,0.673,background-color,topics/dg-form-controls-properties-matrix.dita,213,any/emphasis,0.184,0.147,0.673,codeph,text width color [[background-color]] inherit styles  || oxy_label() function | This function can be used as a value for the CSS content property to change the style of generated text.
